C:\Users\Pritesh\Desktop\data\IMG\center_2020_04_29_16_12_44_972.jpg,C:\Users\Pritesh\Desktop\data\IMG\left_2020_04_29_16_12_44_972.jpg,C:\Users\Pritesh\Desktop\data\IMG\right_2020_04_29_16_12_44_972.jpg,0,0,0,2.515058E-05
C:\Users\Pritesh\Desktop\data\IMG\center_2020_04_29_16_12_45_044.jpg,C:\Users\Pritesh\Desktop\data\IMG\left_2020_04_29_16_12_45_044.jpg,C:\Users\Pritesh\Desktop\data\IMG\right_2020_04_29_16_12_45_044.jpg,0,0,0,1.865684E-05
C:\Users\Pritesh\Desktop\data\IMG\center_2020_04_29_16_12_45_114.jpg,C:\Users\Pritesh\Desktop\data\IMG\left_2020_04_29_16_12_45_114.jpg,C:\Users\Pritesh\Desktop\data\IMG\right_2020_04_29_16_12_45_114.jpg,0,0,0,2.302101E-06
C:\Users\Pritesh\Desktop\data\IMG\center_2020_04_29_16_12_45_184.jpg,C:\Users\Pritesh\Desktop\data\IMG\left_2020_04_29_16_12_45_184.jpg,C:\Users\Pritesh\Desktop\data\IMG\right_2020_04_29_16_12_45_184.jpg,0,0,0,1.772742E-05
C:\Users\Pritesh\Desktop\data\IMG\center_2020_04_29_16_12_45_252.jpg,C:\Users\Pritesh\Desktop\data\IMG\left_2020_04_29_16_12_45_252.jpg,C:\Users\Pritesh\Desktop\data\IMG\right_2020_04_29_16_12_45_252.jpg,0,0,0,9.289288E-06
C:\Users\Pritesh\Desktop\data\IMG\center_2020_04_29_16_12_45_323.jpg,C:\Users\Pritesh\Desktop\data\IMG\left_2020_04_29_16_12_45_323.jpg,C:\Users\Pritesh\Desktop\data\IMG\right_2020_04_29_16_12_45_323.jpg,0,0,0,2.1007E-06
C:\Users\Pritesh\Desktop\data\IMG\center_2020_04_29_16_12_45_391.jpg,C:\Users\Pritesh\Desktop\data\IMG\left_2020_04_29_16_12_45_391.jpg,C:\Users\Pritesh\Desktop\data\IMG\right_2020_04_29_16_12_45_391.jpg,0,0,0,1.394225E-05
C:\Users\Pritesh\Desktop\data\IMG\center_2020_04_29_16_12_45_461.jpg,C:\Users\Pritesh\Desktop\data\IMG\left_2020_04_29_16_12_45_461.jpg,C:\Users\Pritesh\Desktop\data\IMG\right_2020_04_29_16_12_45_461.jpg,0,0,0,2.202216E-07
C:\Users\Pritesh\Desktop\data\IMG\center_2020_04_29_16_12_45_532.jpg,C:\Users\Pritesh\Desktop\data\IMG\left_2020_04_29_16_12_45_532.jpg,C:\Users\Pritesh\Desktop\data\IMG\right_2020_04_29_16_12_45_532.jpg,0,0,0,1.593852E-05
C:\Users\Pritesh\Desktop\data\IMG\center_2020_04_29_16_12_45_600.jpg,C:\Users\Pritesh\Desktop\data\IMG\left_2020_04_29_16_12_45_600.jpg,C:\Users\Pritesh\Desktop\data\IMG\right_2020_04_29_16_12_45_600.jpg,0,0,0,2.082497E-05
C:\Users\Pritesh\Desktop\data\IMG\center_2020_04_29_16_12_45_667.jpg,C:\Users\Pritesh\Desktop\data\IMG\left_2020_04_29_16_12_45_667.jpg,C:\Users\Pritesh\Desktop\data\IMG\right_2020_04_29_16_12_45_667.jpg,0,0,0,1.344031E-05
C:\Users\Pritesh\Desktop\data\IMG\center_2020_04_29_16_12_45_736.jpg,C:\Users\Pritesh\Desktop\data\IMG\left_2020_04_29_16_12_45_736.jpg,C:\Users\Pritesh\Desktop\data\IMG\right_2020_04_29_16_12_45_736.jpg,0,0,0,2.684971E-05
C:\Users\Pritesh\Desktop\data\IMG\center_2020_04_29_16_12_45_803.jpg,C:\Users\Pritesh\Desktop\data\IMG\left_2020_04_29_16_12_45_803.jpg,C:\Users\Pritesh\Desktop\data\IMG\right_2020_04_29_16_12_45_803.jpg,0,0.07570576,0,0.007326238
C:\Users\Pritesh\Desktop\data\IMG\center_2020_04_29_16_12_45_871.jpg,C:\Users\Pritesh\Desktop\data\IMG\left_2020_04_29_16_12_45_871.jpg,C:\Users\Pritesh\Desktop\data\IMG\right_2020_04_29_16_12_45_871.jpg,0,0.318422,0,0.2072871
C:\Users\Pritesh\Desktop\data\IMG\center_2020_04_29_16_12_45_938.jpg,C:\Users\Pritesh\Desktop\data\IMG\left_2020_04_29_16_12_45_938.jpg,C:\Users\Pritesh\Desktop\data\IMG\right_2020_04_29_16_12_45_938.jpg,0,0.4950665,0,0.5587822
C:\Users\Pritesh\Desktop\data\IMG\center_2020_04_29_16_12_46_005.jpg,C:\Users\Pritesh\Desktop\data\IMG\left_2020_04_29_16_12_46_005.jpg,C:\Users\Pritesh\Desktop\data\IMG\right_2020_04_29_16_12_46_005.jpg,-0.1,0.6814968,0,0.985225
C:\Users\Pritesh\Desktop\data\IMG\center_2020_04_29_16_12_46_074.jpg,C:\Users\Pritesh\Desktop\data\IMG\left_2020_04_29_16_12_46_074.jpg,C:\Users\Pritesh\Desktop\data\IMG\right_2020_04_29_16_12_46_074.jpg,-0.3,0.9172867,0,1.727262
C:\Users\Pritesh\Desktop\data\IMG\center_2020_04_29_16_12_46_143.jpg,C:\Users\Pritesh\Desktop\data\IMG\left_2020_04_29_16_12_46_143.jpg,C:\Users\Pritesh\Desktop\data\IMG\right_2020_04_29_16_12_46_143.jpg,0,1,0,2.423412
C:\Users\Pritesh\Desktop\data\IMG\center_2020_04_29_16_12_46_212.jpg,C:\Users\Pritesh\Desktop\data\IMG\left_2020_04_29_16_12_46_212.jpg,C:\Users\Pritesh\Desktop\data\IMG\right_2020_04_29_16_12_46_212.jpg,0,1,0,3.35977
C:\Users\Pritesh\Desktop\data\IMG\center_2020_04_29_16_12_46_278.jpg,C:\Users\Pritesh\Desktop\data\IMG\left_2020_04_29_16_12_46_278.jpg,C:\Users\Pritesh\Desktop\data\IMG\right_2020_04_29_16_12_46_278.jpg,0,1,0,4.067179
C:\Users\Pritesh\Desktop\data\IMG\center_2020_04_29_16_12_46_347.jpg,C:\Users\Pritesh\Desktop\data\IMG\left_2020_04_29_16_12_46_347.jpg,C:\Users\Pritesh\Desktop\data\IMG\right_2020_04_29_16_12_46_347.jpg,0,1,0,4.76775
C:\Users\Pritesh\Desktop\data\IMG\center_2020_04_29_16_12_46_416.jpg,C:\Users\Pritesh\Desktop\data\IMG\left_2020_04_29_16_12_46_416.jpg,C:\Users\Pritesh\Desktop\data\IMG\right_2020_04_29_16_12_46_416.jpg,0,1,0,5.69526
C:\Users\Pritesh\Desktop\data\IMG\center_2020_04_29_16_12_46_485.jpg,C:\Users\Pritesh\Desktop\data\IMG\left_2020_04_29_16_12_46_485.jpg,C:\Users\Pritesh\Desktop\data\IMG\right_2020_04_29_16_12_46_485.jpg,0,1,0,6.386204
C:\Users\Pritesh\Desktop\data\IMG\center_2020_04_29_16_12_46_553.jpg,C:\Users\Pritesh\Desktop\data\IMG\left_2020_04_29_16_12_46_553.jpg,C:\Users\Pritesh\Desktop\data\IMG\right_2020_04_29_16_12_46_553.jpg,-0.15,1,0,7.296471
